iter	Logloss
0	0.5675744834
1	0.4747207251
2	0.4009253156
3	0.3551815131
4	0.3122270387
5	0.2797875804
6	0.2568018375
7	0.2371429955
8	0.2214537012
9	0.2082058401
10	0.1978444893
11	0.1900172558
12	0.1837849764
13	0.1769328913
14	0.1717321357
15	0.1668850393
16	0.1622550809
17	0.1588053556
18	0.1543408871
19	0.1508391499
20	0.1487401977
21	0.145607136
22	0.1435728418
23	0.1410270213
24	0.1391605603
25	0.1368775195
26	0.1343680211
27	0.1325433904
28	0.1313850423
29	0.1302107755
30	0.1283586305
31	0.1265106066
32	0.1247067296
33	0.1226511296
34	0.1214350728
35	0.1201492269
36	0.1190349852
37	0.1178215007
38	0.1167733175
39	0.1152809729
40	0.1142754147
41	0.1131027909
42	0.1117106721
43	0.1100965805
44	0.1087635239
45	0.1076315722
46	0.1064786852
47	0.1054034591
48	0.104288113
49	0.1026671326
50	0.1013537455
51	0.1003955595
52	0.09903609974
53	0.09817629458
54	0.09738420451
55	0.09682626211
56	0.0958991661
57	0.09465927164
58	0.09339879197
59	0.09267874008
60	0.09171297186
61	0.09064846594
62	0.09004224893
63	0.08912973833
64	0.08853770944
65	0.08763327266
66	0.08712744313
67	0.08640443511
68	0.08565290271
69	0.08478170397
70	0.08398269828
71	0.0834254764
72	0.08282206065
73	0.08204836732
74	0.08092871158
75	0.07983803812
76	0.0789864886
77	0.07791489873
78	0.07731963761
79	0.07668649214
80	0.07613724307
81	0.07554198195
82	0.07483347853
83	0.07402295805
84	0.07334737618
85	0.07256833621
86	0.07181232584
87	0.07096941578
88	0.07036466001
89	0.0697088149
90	0.06925494336
91	0.06877218383
92	0.06807104045
93	0.06725430468
94	0.06686968353
95	0.06606154682
96	0.0655674745
97	0.06514564238
98	0.06464642544
99	0.06406055797
100	0.06317620812
101	0.06264734226
102	0.06224730745
103	0.06173770699
104	0.06141216147
105	0.06095771083
106	0.06052830318
107	0.05998178804
108	0.05928145271
109	0.05864382253
110	0.05806332863
111	0.05729622769
112	0.05690593669
113	0.05639531269
114	0.05594527269
115	0.05565887074
116	0.05508061247
117	0.05479621045
118	0.05441117518
119	0.05381897457
120	0.05336301556
121	0.05290580743
122	0.05256007061
123	0.05196192406
124	0.05152778255
125	0.05105166591
126	0.05062055798
127	0.04997927808
128	0.04954693787
129	0.04919484771
130	0.04892021644
131	0.04867877943
132	0.04829954196
133	0.04793855982
134	0.0476752851
135	0.04727652298
136	0.04676042104
137	0.0464833757
138	0.04589779779
139	0.04570992142
140	0.04545785512
141	0.0450992399
142	0.04480030299
143	0.04447456892
144	0.04415416128
145	0.04382839354
146	0.04349496947
147	0.04304977107
148	0.04277472568
149	0.04240294589
150	0.04211627795
151	0.04189862809
152	0.04150661324
153	0.04122587441
154	0.04087256544
155	0.04056299585
156	0.04020697652
157	0.03991877664
158	0.03957394215
159	0.0392590596
160	0.03900605729
161	0.03882411677
162	0.03861719386
163	0.03836135999
164	0.03809158379
165	0.0378416521
166	0.03752534871
167	0.03719431178
168	0.03685945004
169	0.03651742691
170	0.03620525471
171	0.03600099165
172	0.03569167121
173	0.03547436141
174	0.03528282522
175	0.03500632196
176	0.03473457613
177	0.03451899354
178	0.03425104557
179	0.03406894344
180	0.03384763713
181	0.03354307075
182	0.03327955699
183	0.0330249251
184	0.03284649626
185	0.03261769523
186	0.03233820216
187	0.03218441565
188	0.03200402727
189	0.03186671164
190	0.03166225329
191	0.03150414368
192	0.03125857213
193	0.03101510488
194	0.03072232266
195	0.03050762557
196	0.0303563474
197	0.03011462085
198	0.02997247708
199	0.02982897308
200	0.02964204281
201	0.02944453712
202	0.02924739504
203	0.02901802501
204	0.02887701925
205	0.02864725865
206	0.02849377854
207	0.02828731688
208	0.02804893197
209	0.02782676879
210	0.02757559639
211	0.027394873
212	0.02721823535
213	0.02709996458
214	0.02689403659
215	0.02673909355
216	0.02657501611
217	0.02644290234
218	0.0262835554
219	0.02619335784
220	0.02598606793
221	0.02582723781
222	0.02570789974
223	0.02553817264
224	0.02535683648
225	0.02518146646
226	0.0250174227
227	0.02492668812
228	0.0247654776
229	0.02464023567
230	0.02450976494
231	0.02435261658
232	0.02416965926
233	0.02409899982
234	0.02403188404
235	0.02387064153
236	0.02378331931
237	0.02367474521
238	0.02358704758
239	0.02347161343
240	0.02332975921
241	0.02318318629
242	0.02305400172
243	0.02287263525
244	0.02276949028
245	0.02269614574
246	0.02256137043
247	0.02240075585
248	0.02231547902
249	0.02218469012
